-1.0,5.0,2.8521519778784704e-31,-6.7739542394508014e-34
-0.997997997997998,5.0,2.186128675449838e-30,-5.1795511285842264e-33
-0.995995995995996,5.0,1.8657245570456227e-29,-4.407006967435717e-32
-0.993993993993994,5.0,1.594760338930087e-28,-3.7516409098684416e-31
-0.991991991991992,5.0,1.3631791627386206e-27,-3.189301643789394e-30
-0.98998998998999,5.0,1.1652285885726281e-26,-2.7060774158576155e-29
-0.987987987987988,5.0,9.960244103325777e-26,-2.290108444258204e-28
-0.985985985985986,5.0,8.5139170511863e-25,-1.931203566967324e-27
-0.983983983983984,5.0,7.277617218776589e-24,-1.6205896158576046e-26
-0.9819819819819819,5.0,6.220841896407849e-23,-1.3506972281145264e-25
-0.97997997997998,5.0,5.317521256112991e-22,-1.1149761594526357e-24
-0.977977977977978,5.0,4.545373276779121e-21,-9.077354411406218e-24
-0.975975975975976,5.0,3.885351563390873e-20,-7.240047798989267e-23
-0.973973973973974,5.0,3.321174443073727e-19,-5.594142449813105e-22
-0.9719719719719719,5.0,2.838923670454712e-18,-4.100894289808594e-21
-0.96996996996997,5.0,2.4267015445792307e-17,-2.7255939507558184e-20
-0.967967967967968,5.0,2.0743385844571746e-16,-1.436751362708263e-19
-0.965965965965966,4.999999999999999,5.65246946049989e-16,-4.337407909297622e-19
-0.963963963963964,4.999999999999997,1.1132337845446812e-15,-9.756270000522416e-19
-0.9619619619619619,4.999999999999996,1.7742489441168822e-15,-1.7932854833153396e-18
-0.95995995995996,4.999999999999994,2.394960102835477e-15,-2.870922102180311e-18
-0.957957957957958,4.999999999999992,3.0509551888996004e-15,-4.247614071319556e-18
-0.955955955955956,4.99999999999999,3.934479544692913e-15,-6.044701639505148e-18
-0.953953953953954,4.999999999999987,5.23835594181021e-15,-8.48494815377836e-18
-0.9519519519519519,4.999999999999982,7.210237832743892e-15,-1.1922751137141826e-17
-0.94994994994995,4.999999999999976,1.0367202052546223e-14,-1.6948026149584205e-17
-0.9479479479479479,4.9999999999999645,1.528483491827495e-14,-2.4410285904250785e-17
-0.9459459459459459,4.999999999999948,2.2624261696739154e-14,-3.5525377483429085e-17
-0.943943943943944,4.999999999999923,3.36465757663976e-14,-5.217990655795598e-17
-0.9419419419419419,4.999999999999885,5.0527794564219276e-14,-7.724858944501889e-17
-0.93993993993994,4.9999999999998295,7.580461953454982e-14,-1.1487876325741953e-16
-0.9379379379379379,4.999999999999745,1.1349697077227277e-13,-1.7130942984551904e-16
-0.9359359359359359,4.99999999999962,1.6951741538627407e-13,-2.5576051615864606e-16
-0.933933933933934,4.999999999999433,2.524049399277618e-13,-3.818060966106523e-16
-0.9319319319319319,4.999999999999159,3.7513290679663683e-13,-5.6944614096279085e-16
-0.92992992992993,4.999999999998755,5.558273544454611e-13,-8.4767612328266875e-16
-0.9279279279279279,4.999999999998162,8.206596937564863e-13,-1.25871902555741e-15
-0.9259259259259259,4.999999999997296,1.207981060380954e-12,-1.864079642364418e-15
-0.9239239239239239,4.999999999996034,1.772357330016087e-12,-2.7526975675478598e-15
-0.9219219219219219,4.999999999994201,2.591724320363187e-12,-4.0528344480458164e-15
-0.91991991991992,4.999999999991549,3.7777037919840695e-12,-5.948931314325297e-15
-0.9179179179179179,4.999999999987723,5.488344177309943e-12,-8.704995818811362e-15
